faction,title,type,rarity,health,attack,defense,speed,crit_rate,crit_damage,resist,accuracy,skill_1,skill_2,skill_3,skill_4,skill_5
Skinwalkers,Bloodpainter,Attack,Rare,15855,1134,837,102,15,50,30,0,"Throwing Spear Level 1
 Attacks 1 enemy 2 times. Has a 15% chance of placing a 5%
 [Poison] debuff for 1 turn.
 
 Damage based on: [ATK]
 
  
 
 dé Poison
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Damage +10%
 
 Lvl. 5 Damage +10%
 
 Lvl. 6 Buff/Debuff Chance +5%","Embers Level 1
 Attacks all enemies. Has a 30% chance of placing a 50% [Decrease
 ACC] debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 eS Decrease ACC
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +10%
 Lvl. 6 Cooldown -1
 
 Lvl. 7 Cooldown -1","Shaman Drum Level 1
 Fills the Turn Meters of all allies except this Champion by 20%.
 Places a 25% [Increase ATK] buff on all allies for 2 turns.
 
 7 Increase ATK
 
 Lvl. 2 Cooldown -1
 Lvl. 3 Cooldown -1",,
Skinwalkers,Channeler,Support,Rare,17175,881,1002,103,15,50,30,0,"Rage of Ancients Level 1
 Attacks 1 enemy. Has a 25% chance of placing a 50% [Heal
 Reduction] debuff for 1 turn.
 
 Damage based on: [ATK]
 
  
 
 & Heal Reduction
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Buff/Debuff Chance +5%
 Lvl. 5 Buff/Debuff Chance +5%","Halt! Level 1
 Attacks 1 enemy. Has a 50% chance of placing a [Stun] debuff for 1
 turn.
 
 Damage based on: [ATK]
 
  
 
 © Stun
 
 Lvl. 2 Buff/Debuff Chance +5%
 Lvl. 3 Damage +5%
 
 Lvl. 4 Damage +5%
 
 Lvl. 5 Buff/Debuff Chance +10%
 Lvl. 6 Buff/Debuff Chance +10%
 Lvl. 7 Cooldown -1","Agility Level 1
 Places a 30% [Increase SPD] buff on all allies for 2 turns. Fills the
 Turn Meter of all allies by 15%.
 
  
 
 J increase SPD
 
  
 
 Lvl. 2 Cooldown -1
 Lvl. 3 Cooldown -1",,
Skinwalkers,Gnarlhorn,HP,Rare,17010,958,936,96,15,50,45,0,"Ram Level 1
 Attacks 1 enemy. Damage increases according to how much HP
 this Champion has lost. This attack cannot be a strong, critical, or
 weak hit.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","War Drum Level 1
 Places a [Provoke] debuff on all enemies for 1 turn. Places a 30%
 {Increase DEF] buff on this Champion for 2 turns.
 
 Provoke
 @ Increase DEF
 
 Lvl. 2 Cooldown -1
 = ——","Determined Level 1
 Places an [Unkillable] buff on this Champion for 2 turns.
 
  
 
 & Unkillable
 
  
 
 Lvl. 2 Cooldown -1
 Lvl. 3 Cooldown -1","Aura
 Increases Ally DEF in Dungeons by 27%.",
Skinwalkers,Grappler,Defense,Rare,14700,859,1189,94,15,50,30,10,"Hoodoo Level 1
 Attacks 2 times at random. Has a 15% chance of placing a 15%
 [Weaken] debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 & Weaken
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%
 Lvl. 6 Buff/Debuff Chance +10%","Soul Sizzle Level 1
 Attacks 1 enemy 2 times. Each hit has a 50% chance of placing two
 2.5% [Poison] debuffs for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 'W Poison
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Buff/Debuff Chance +15%
 Lvl. 6 Cooldown -1
 
 ay","Envelop Level 1
 Places a [Shield] buff on all allies equal to 20% of their HP and a 15%
 {Reflect Damage] buff on all allies for 2 turns.
 
  
 
 @ shield
 ® Reflect Damage
 
 Lvl. 2 Shield +5%
 Lvl. 3 Shield +5%
 Lvl. 4 Shield +5%
 Lvl. 5 Shield +5%
 Lvl. 6 Cooldown -1","Aura
 Increases Spirit Ally HP in all Battles by 19%.",
Skinwalkers,Graybeard,Defense,Rare,15525,1024,1112,92,15,50,40,0,"Expose Weakness Level 1
 Attacks 1 enemy. Has a 50% chance of placing a [Provoke] debuff
 for 1 turn.
 
 Damage based on: [ATK]
 
  
 
 dl Provoke
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +5%
 Lvl. 6 Buff/Debuff Chance +10%","Ice Crush Level 1
 Attacks all enemies. Has a 25% chance of placing a [Freeze] debuff
 for 1 turn. Damage inflicted is proportional to DEF.
 
 Damage based on: [DEF]
 
  
 
 * Freeze
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Buff/Debuff Chance +5%
 Lvl. 4 Damage +10%
 
 Lvl. 5 Cooldown -1
 
 Lvl. 6 Buff/Debuff Chance +10%
 Lvl. 7 Cooldown -1
 
 =}","Bring It On! Level 1
 Places a [Shield] buff on this Champion for 2 turns. Has an 80%
 chance of placing a [Counterattack) buff on this Champion for 2
 turns.
 
 The value of the [Shield] is proportional to DEF. This buff cannot be
 removed.
 
  
 
 = Counterattack
 @ shield
 
 Lvl. 2 Buff/Debuff Chance +10%
 Lvl. 3 Buff/Debuff Chance +10%
 Lvl. 4 Cooldown -1
 Lvl. 5 Cooldown -1","Aura
 Increases Ally DEF in Dungeons by 30%.",
Skinwalkers,Satyr,HP,Uncommon,15195,892,848,83,15,50,30,0,"Deep Cut Level 1
 Attacks 1 enemy. Has a 25% chance of placing a 15% [Decrease
 SPD] debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 Zz Decrease SPD
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +5%
 Lvl. 5 Buff/Debuff Chance +5%
 Lvl. 6 Damage +10%
 
 Lvl. 7 Buff/Debuff Chance +10%
 
 = ea oS","Catch! Level 1
 Attacks 4 times at random. Decreases the Turn Meter by 15% if this
 attack is critical.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Cooldown -1
 Lvl. 6 Damage +10%",,,
Skinwalkers,Windtalker,Support,Uncommon,13710,903,936,87,15,50,30,0,"Thunder Level 1
 Attacks 1 enemy. Has a 15% chance of placing a 25% [Decrease
 ACC] debuff for 1 turn.
 
 Damage based on: [ATK]
 
  
 
 oe Decrease ACC
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +10%
 Lvl. 5 Damage +10%
 
 Lvl. 6 Buff/Debuff Chance +10%","Spiritual Wind Level 1
 Places a 60% [increase DEF] buff on a target ally for 2 turns. Heals
 the target by 20% of their MAX HP.
 
  
 
 @ Increase DEF
 
  
 
 Lvl. 2 Heal +10%
 Lvl. 3 Heal +10%
 Lvl. 4 Cooldown -1
 Lvl. 5 Heal +10%
 Lvl. 6 Heal +10%
 Lvl. 7 Cooldown -1",,,
The Sacred Order,Knecht,Defense,Common,12225,650,738,98,15,50,30,0,"Stab Level 1
 Attacks 1 enemy. Has an extra 20% chance of inflicting a critical hit.
 Damage inflicted is proportional to DEF.
 
 Damage based on: [DEF]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%",,,,
The Sacred Order,Novitiate,Attack,Common,10245,892,628,83,15,50,30,0,"Harrying Shot Level 1
 Attacks 1 enemy. Has a 10% chance of placing a 30% [Decrease
 DEF] debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 @ Decrease DEF
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +5?
 Lvl. 5 Damage +5%
 
 Lvl. 6 Buff/Debuff Chance +10
 Lvl. 7 Damage +10%",,,,
The Sacred Order,Preacher,HP,Common,10080,837,694,96,15,50,30,0,"Holy Blow Level 1
 Attacks 1 enemy. Has a 25% chance of placing a 25% [Decrease
 ATK] debuff for 1 turn.
 
 Damage based on: [ATK]
 
  
 
 YP Decrease ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%
 Lvl. 6 Damage +5%",,,,
The Sacred Order,Sister Militant,Attack,Common,10410,870,639,98,15,50,30,0,"Wide Swing Level 1
 Attacks all enemies.
 
 Damage based on: {AT
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%",,,,
The Sacred Order,Yeoman,Attack,Common,9090,903,694,97,15,50,30,0,"Volley Level 1
 Attacks 1 enemy 3 times. Each hit has a 10% chance to decrease
 the Turn Meter by 20%.
 
 Damage based on: [ATK
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Buff/Debuff Chance +5
 Lvl. 4 Damage +5%
 
 Lvl. 5 Buff/Debuff Chance +10",,,,
The Sacred Order,Adriel,Support,Epic,18330,1101,980,98,15,50,30,15,"Humiliate Level 1
 Attacks 1 enemy. Has a 20% chance of placing a [Decrease ACC
 debuff for 2 turns.
 
 Damage based on: [ATK)
 
  
 
 @ Decrease ACC
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Buff/Debuff Chance +59
 Lvl. 5 Buff/Debuff Chance +10","Curtain of Light Level 1
 Heals all allies by 20% of their MAX HP and places a 30% [Reflect
 
 D
 
 amage| buff on them for 2 turns.
 
  
 
 Nk Reflect Damage
 
  
 
 Lvl. 2 Heal +5
 Lvl
 
 Lvl. 4 Heal +10
 Lvl. 5 Cooldown -1","Blinding Flash Level 1
 Attacks all enemies. Has a 50% chance of placing a 50% [Decrease
 ATK) debuff for 2 turns. Has a 100% chance if this attack is critical.
 
 Damage based on: [ATK)
 
  
 
 5& Decrease ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Damage +10%
 Lvl. 6 Cooldown -1","Aura
 Increases Magic Ally SPD in all Battles by 21%.",
The Sacred Order,Aothar,Attack,Epic,14535,1509,826,92,15,60,30,0,"Rage Level 1
 Attacks 1 enemy 2 times. Has a 15% chance of stealing 1 random
 buff from the target.
 
 Damage based on: [ATK
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +5
 Lvl. 6 Buff/Debuff Chance +5","Holy Flame Level 1
 Attacks 4 times at random. Places a 5% [Poison] debuff for 2 turns.
 
 Damage based on: [ATK)
 
  
 
 é Poison
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Damage +10%
 Lvl. 6 Cooldown -1","Brand Level 1
 Attacks 1 enemy. Places a [Block Cooldown Skills] debuff for 2
 turns.
 
 Damage based on: [ATK]
 
  
 
 @ Block Cooldown Skills
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +10%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1
 Lvl. 6 Cooldown -1
 
 7 Ve",Aura,
The Sacred Order,Bushi,Attack,Epic,15690,1476,782,90,15,60,30,0,"Rising Storm Level 1
 Attacks 1 enemy. Damage inflicted increases each time this skill is
 used. Stacks up to 4 times.
 
 Damage based on: [ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +5%","Deadly Edge Level 1
 Attacks 1 enemy. This attack is always critical.
 
 Damage based on: [ATK
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +10%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1","Unbending Level 1
 Revives this Champion with 30% HP. Places an [Unkillable] buff on
 this Champion for 1 turn.
 
  
 
 % > Unkillable
 
  
 
 Lvl. 2 Cooldown -1
 Lvl. 3 Cooldown -1",,
The Sacred Order,Canoness,Defense,Epic,17670,804,1321,89,15,50,45,0,"Lead the Charge Level 1
 Attacks 1 enemy. Has a 25% chance of placing a 50% [increase
 ATK) buff on a random ally for 2 turns.
 
 Damage based on: [DEF]
 
  
 
 XK Increase ATK
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Buff/Debuff Chance +5%
 Lvl. 5 Damage +10%
 
 Lvl. 6 Buff/Debuff Chance +5","Blinding Assault Level 1
 Attacks 1 enemy. Has an 80% chance of placing a 50% [Decrease
 ACC] debuff on the target for 2 turns.
 
 Damage based on: [DEF]
 
  
 
 @ Decrease ACC
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +10%
 
 Lvl. 4 Buff/Debuff Chance +109
 Lvl. 5 Buff/Debuff Chance +109
 Lvl. 6 Cooldown -1","Stalwart Guardian Level 1
 Places a 50% [Ally Protection] buff and a 60% [incre
 the target for 2 turns. Also places a 15% |[Continuou
 this Champion for 2 turns.
 
  
 
 ] buff on
 
  
 
  
 
 zx Ally Protection
 @ increase DEF
 ) Continuous Heal
 
  
 
 Lvl. 2 Cooldown -1
 Lvl. 3 Cooldown -1",,
The Sacred Order,Cardinal,Support,Epic,17340,1002,1145,104,15,50,30,0,"Evaporation Level 1
 Has a 10% chance of placing a 5% [Poison] debuff for 2 turns.
 Damage based on: [ATK
 
 és Poison
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Buff/Debuff C
 
 Lvl. 5 Buff/Debuff Chance +5
 
  
 
 anc","Mending Touch Level 1
 Heals a target ally by 30% of their MAX HP. Places a 60%
 F| buff for 2 turns.
 
  
 
 @ increase DEF
 
  
 
 Heal +5
 
 L
 Lv
 Lvl. 4 Cooldown -1","Redemption Level 1
 Revives a dead ally and heals them by 25% of their MAX HP. The
 revived ally takes a turn.
 
  
 
 Lvl. 2 Cooldown -1
 
 Lvl. 3 Cooldown -1",,
The Sacred Order,Fenax,Attack,Epic,13875,1454,925,96,15,60,30,0,"Put Down Level 1
 Attacks 1 enemy. Places an extra hit if the target has any debuffs.
 Enemies killed by this skill cannot be revived.
 
 Damage based on: [ATK]
 
  
 
 8° Block Revive
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%","Stern Partner Level 1
 Attacks all enemies. Has a 75% chance of placing a [Block Buffs]
 debuff for 2 turns. Places a [Block Cooldown Skills] debuff for 1 turn
 if this Skill does not place a [Block Buffs] debuff.
 
 [Decreases [Bomb] debuff detonation countdowns by 1 turn when
 Tallia is on the same team.]
 
 Damage based on: [ATK)
 
 ‘. Block Buffs
 6 Block Cooldown Skills
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +5%
 
 Lvl. 4 Damage +5%
 
 Lvl. 5 Buff/Debuff Chance +5%
 Lvl. 6 Cooldown -1","Sow Feebleness Level 1
 Attacks 1 enemy. Has a 60% chance of placing a 60% [Decrease
 DEF] debuff and a 30% [Decrease SPD] debuff for 2 turns.
 
 Damage based on: [ATK]
 
  
 
 @ Decrease DEF
 RF Decrease SPD
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Cooldown -1
 Lvl. 6 Cooldown -1",,
The Sacred Order,Frostbringer,Support,Epic,20310,870,1079,110,15,50,30,0,"Cones of Cold Level 1
 Attacks 2 times at random. Has a 15% chance of placing a 100%
 {Heal Reduction] debuff for 2 turns.
 
 Damage based on: [ATK)
 
  
 
 eA Heal Reduction
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Buff/Debuff Chance +5
 Lvl. 4 Damage +5%
 
 Lvl. 5 Buff/Debuff Chance +5%
 Lvl. 6 Buff/Debuff Chance +105","Snow Flurry Level 1
 Attacks 3 times at random. Places a 60% [Decre
 2 turns if the target has a [Heal Reduction] debuff.
 
  
 
 e DEF] debuff for
 
 Damage based on: [ATK)
 
  
 
 @ Decrease DEF
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +
 Lvl. 4 Damage +5%
 
  
  
 
 Lvl. 5 Damage +5%
 Lvl. 6 Cooldown -1","Arctic Winds Level 1
 Places a 30% € D| and a 50% € \ TK] buff on all
 allies for 2 turns.
 
  
 
 £ increase SPD
 M Increase ATK
 
 Lvl. 2 Cooldown -1","Aura
 Increases Ally DEF in Dungeons by 33%.",
The Sacred Order,Hope,HP,Epic,21315,1079,804,104,15,50,45,0,"Sequester Level 1
 Attacks 1 enemy. Has a 15% chance of placing a [Block Buffs]
 debuff for 2 turns.
 
 Damage based on: [ATK)
 
  
 
 ‘S Block Buffs
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Buff/Debuff Chance +5'
 Lvl. 4 Damage +10%
 
 Lvl. 5 Buff/Debuff Chance +10'","Hearten Level 1
 Increases the duration of buffs on all allies by 1 turn. Places a
 [Shield] buff equal to 15% of this Champion's HP on all allies for 2
 turns.
 
  
 
 O shield
 
  
 
 Lvl. 2 Shield +5%","Holy Storm Level 1
 Attacks all enemies. Has a 50% chance of removing all buffs.
 
 Damage based on: [ATK|
 
  
 
 Lvl. 2 Damage +10%
 
 Lvl. 3 Buff/Debuff Chance +10
 Lvl. 4 Buff/Debuff Chance +15%
 Lvl. 5 Cooldown -1",,
The Sacred Order,Juliana,Attack,Epic,15360,1398,881,103,15,60,30,0,"Battledance Level 1
 Attacks 1 enemy 2 times. Each critical hit fills this Champion's Turn
 Meter by 10%.
 
 Damage based on: [ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%","Lethal Partner Level 1
 Places a 30% [Increase C. RATE] buff on this Champion, then
 attacks 1 enemy 2 times. Places a 5% [Poison] debuff on the target
 for 3 turns if this attack is critical.
 
 [Will ignore 50% of the target's DEF when Romero is on the same
 team.]
 
 Damage based on: [ATK]
 
  
 
 ¥ Increase C. RATE
 e Poison
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%","Fire of Purgation Level 1
 Attacks 1 enemy. Removes 1 random buff from the target. Has a
 75% chance of placing a [HP Burn] debuff for 3 turns.
 
 Damage based on: [ATK)
 
  
 
 ®@ HPBurn
 
  
 
 Lvl. 2 Damage +10%
 
 Lvl. 3 Damage +10%
 
 Lvl. 4 Buff/Debuff Chance +5%
 Lvl. 5 Buff/Debuff Chance +5%
 Lvl. 6 Buff/Debuff Chance +5
 Lvl. 7 Buff/Debuff Chance +5)
 Lvl. 8 Buff/Debuff Chance +5%","Aura
 Increases Ally C. RATE in the Arena by 20%.
 
 wu",
The Sacred Order,Lightsworn,Defense,Epic,16350,738,1476,97,15,50,45,0,"Teardown Level 1
 Attacks 1 enemy 3 times. Decreases the target's Turn Meter by
 10%.
 
 Damage based on: [DEF]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Damage +10%","Brutality Level 1
 Attacks 1 enemy. Places a 50% [Decrease ATK] debuff and a 30%
 [Decrease SPD] debuff for 2 turns.
 
 Damage based on: [DEF]
 
  
 
 5A Decrease ATK
 BF Decrease SPD
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%
 Lvl. 5 Cooldown -1","indomitable Level 1
 Places a 60% [Increase DEF] buff and a [Revive on Death] buff on all
 allies for 2 turns.
 
  
 
 @ increase DEF
 WE Revive On Death
 
 Lvl. 2 Cooldown -1",,
The Sacred Order,Relickeeper,Attack,Epic,14370,1365,980,90,15,60,30,0,"Crusade Level 1
 Attacks 1 enemy. Grants an Extra Turn if the target is killed.
 
 Damage based on: [ATK)
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Surging Strength Level 1
 Places a 50% [Increase ATK] buff on this Champion for 4 turns.
 Grants an Extra Turn.
 
  
 
 - Increase ATK
 
  
 
 Lvl. 2 Cooldown -1
 Lvl. 3 Cooldown -1","Ageless Endurance [Passive] Level
 When hit by an enemy, places a 15% [Continuous Heal] buff on this
 Champion for 2 turns.
 
  
 
 - Continuous Heal
 
  
 
 Lvl. 2 Cooldown -1
 Lvl. 3 Cooldown -1","Aura
 Increases Ally ATK in Campaign Battles by 40%.",
The Sacred Order,Romero,Defense,Epic,18000,804,1299,99,15,50,45,0,"Bring Hope Level 1
 Attacks 1 enemy. Places a 7.5% [C
 with the lowest HP for 1 turn.
 
 ytinuous Heal] buff on the ally
 
 Damage based on: [DEF]
 
  
 
 SP Continuous Heal
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Succor Level 1
 Places a 15% [Continuous Heal] buff on all allies for 2 turns. Steals 1
 buff from a random enemy.
 
  
 
 - Continuous Heal
 
  
 
 Lvl. 2 Cooldown -1","Divine Benefaction Level 1
 Places a [Shield] buff on all allies equal to 25% of their MAX HP for 2
 turns. Places a 30% [increase DEF) buff on this Champion for 2
 turns.
 
  
 
 OU Shield
 @ Increase DEF
 
 |. 2 Shield +25
 Lvl. 3 Shield +25%
 Lvl. 4 Cc
 
 ,oldown -1","Stalwart Partner Level 1
 Attacks all enemies 3 times.
 
 [Only available when is on the same team.]
 
 Damage based on:",
The Sacred Order,Tallia,Attack,Epic,12390,1343,1134,98,15,60,30,0,"Hack and Slash Level 1
 Attacks 1 enemy 3 times.
 
 Damage based on: [ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Rise to Duty Level 1
 Places a 25% [Increase ATK] buff and a 30% [Increase C. RATE] buff
 on this Champion for 2 turns, then attacks all enemies.
 
 [Has a 75% chance of placing a [Bomb] debuff that will detonate
 after 3 turns when Fenax is on the same team.]
 
 Damage based on: [ATK]
 
  
 
 + Increase ATK
 e Increase C. RATE
 e Bomb
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%
 Lvl. 6 Cooldown -1","Awesome Presence Level 1
 Places a [Counterattack] buff on this Champion for 2 turns. Has a
 75% chance of placing a 25% [Weaken] debuff on enemies for 2
 turns.
 
  
 
 x Weaken
 = Counterattack
 
 2 Buff/Debuff Chance +10
 3 Buff/Debuff Chance +15%
 
 Lvl
 Lvl
 
  
  
 
 Lvl. 4 Cooldown -1","Aura
 Increases Ally C. RATE in Dungeons by 15%.",
The Sacred Order,Abbess,Attack,Legendary,14040,1564,1079,96,15,63,30,10,"Arrow of Rebuke Level 1
 Attacks 1 enemy. Removes 1 random debuff from this Champion
 and places it on the target.
 
 Damage based on: [ATK]
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +5%
 Lvl. 5 Damage +10%","Mass Impalement Level 1
 Attacks all enemies. Has a 50% chance of placing a 60% [Decre
 DEF] debuff for 2 turns.
 
  
 
 Damage based on: [ATK]
 
  
 
 @ Decrease DEF
 
 Lvl. 2 Buff/Debuff Chance +5'
 Lvl. 3 Buff/Debuff Chance +10
 Lvl. 4 Buff/Debuff Chance +109
 Lvl. 5 Cooldown -1","Divine Wrath Level 1
 Attacks all enemies. Damage inflicted is proportional to either this
 Champion's ATK or the target's DEF or ATK stat, whichever is
 highest.
 
 Damage based on: [ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Cooldown -1
 Lvl. 5 Cooldown -1",,
The Sacred Order,Cupidus,Attack,Legendary,18825,1520,804,107,15,63,30,10,"Heartbreaker Level 1
 Attacks all enemies. Damage increases by 15% if the target has any
 debuffs.
 
 Damage based on: [ATK
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Damage +10%","Flames of Passion Level 1
 Attacks 3 times at random. Each hit has a 50% chance of placing a
 {HP Burn] debuff for 2 turns.
 
 Damage based on: [ATK)
 
  
 
 ®@ HPBurn
 
  
 
 Lvl. 2 Damage +5%
 Lvl. 3 Damage +5%
 Lvl. 4 Buff/Debuff Chance +59
 Lvl. 5 Buff/Debuff Chance +10'
 Lvl. 6 Buff/Debuff Chance +10","Flameout Level 1
 Places a 50% [Increase ATK] buff on this Champion for 2 turns, then
 attacks 1 enemy.
 
 Has a 50% chance of placing a [HP Burn] debuff on all enemies for 2
 turns if this attack kills an enemy. This debuff cannot be resisted.
 
 Damage based on: [ATK)
 
  
 
 mw Increase ATK
 @ HPBurn
 
 Lvl. 2 Damage +10%
 Lvl. 3 Cooldown -1","Punishing Partner Level 1
 Attacks inflict 25% more damage to targets under debuffs.
 
 [Only available when is on the same team.]","Aura
 Increases Ally ATK in all Battles by 33%"
The Sacred Order,Errol,Attack,Legendary,16020,1674,837,104,15,63,30,0,"Blazing Sword Level 1
 Attacks 1 enemy. Has an extra 30% chance of inflicting a critical hit.
 
 Damage based on: {ATK
 
  
 
 Lvl. 2 Damage +5
 Lvl. 3 Damage +10%
 Lvl. 4 Damage +10%","Helmbreaker Level 1
 Attacks 1 enemy 3 times. Each hit has a 50% chance to ignore DEF.
 
 Damage based on: |ATK)
 
  
 
 Lvl. 2 Damage +10%
 Lvl. 3 Damage +10%
 Lvl. 4 Damage +10%
 Lvl. 5 Damage +15%
 Lvl. 6 Cooldown -1","Negation Level 1
 Steals all buffs from a target enemy, then attacks the target.
 
 Damage based on: [ATK
 
  
 
 Lvl. 2 Damage +15%
 Lvl. 3 Damage +15%
 Lvl. 4 Damage +15%
 Lvl. 5 Cooldown -1","Aura
 reases Ally ATK in Dungeons by 35%.",
The Sacred Order,Martyr,Defense,Legendary,20145,826,1409,93,15,50,50,10,"Rush Level 1
 Attacks 1 enemy. Has a 45% chance of placing a 60% [Decrease
 DEF] debuff for 2 turns.
 
 Damage based on: [DEF]
 
  
 
 @ Decrease DEF
 
  
 
 Lvl. 2 Damage +5%
 
 Lvl. 3 Damage +10%
 
 Lvl. 4 Buff/Debuff Chance +5%
 
 Lvl. 5 Buff/Debuff Chance +10%
 Lvl. 6 Damage +10%
 
 Lvl. 7 Buff/Debuff Chance +159","Bastion of Faith Level 1
 Places a 60% ease DEF) buff anda interattack] buff on all
 allies for 2 turns.
 
  
 
 @ increase DEF
 == Counterattack
 
 Lvl. 2 Cooldown -1","Suppression Level 1
 Attacks all enemies. Places a 50% [Decrease ATK] debuff for 2
 turns. Places a [Provoke] debuff for 1 turn.
 
 Damage based on: [DEF]
 
  
 
 5A Decrease ATK
 ¥ Provoke
 
 Lvl. 2 Damage +10%
 Lvl. 3 Damage +10%
 Lvl. 4 Cooldown -1
 Lvl. 5 Cooldown -1","Aura
 ases Ally DEF in all Battles by 33",
